Year,Month,Day,Hours,Minutes,Seconds,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Penumbral Magnitude,Umbral Magnitude,Latitude,Longitude,Penumbral Eclipse Duration (m)
1441,7,4,9,52,12,262,-6908,91,1,1.4727,0.1679,-0.8565,-21,-146,119.2
1441,8,2,20,45,2,262,-6907,129,1,-1.2127,0.6328,-0.3675,-16,51,214.1
1441,12,28,0,6,8,262,-6902,96,5,-0.9956,1.0263,0.0358,22,1,251.8
1442,6,23,13,39,6,261,-6896,101,5,0.7535,1.5081,0.4432,-22,157,327.3
1442,12,17,15,21,21,261,-6890,106,6,-0.317,2.2617,1.2906,23,131,312.8
1443,6,12,14,15,52,260,-6884,111,7,-0.0098,2.8706,1.8097,-24,147,370.7
1443,12,7,6,15,30,259,-6878,116,6,0.3582,2.1994,1.202,24,-94,321.7
1444,5,31,19,3,18,259,-6872,121,5,-0.7715,1.4502,0.4347,-24,75,303.9
1444,11,25,16,15,51,258,-6866,126,1,1.0945,0.8762,-0.1764,23,115,254.8
1445,4,21,23,20,33,258,-6861,93,1,1.0703,0.87,-0.0823,-14,11,230.7
1445,5,21,7,2,27,258,-6860,131,1,-1.4705,0.1417,-0.8227,-23,-106,101.9
1445,10,16,0,26,27,257,-6855,98,1,-1.1823,0.7374,-0.3593,11,-9,251.8
1446,4,11,16,14,2,256,-6849,103,6,0.3545,2.1841,1.2303,-11,117,311.3
1446,10,5,1,5,29,256,-6843,108,5,-0.4596,2.048,0.9818,8,-19,349.2
1447,4,1,6,47,26,255,-6837,113,6,-0.3842,2.1513,1.1546,-8,-101,326.8
1447,9,24,8,22,29,255,-6831,118,6,0.2832,2.342,1.3348,4,-127,334
1448,3,20,14,55,10,254,-6825,123,1,-1.1709,0.7375,-0.318,-5,138,242.1
1448,9,12,22,19,32,253,-6819,128,5,0.9764,1.0468,0.0854,0,24,249
1449,2,7,22,19,16,253,-6814,95,1,1.0658,0.9497,-0.1445,13,30,278.3
1449,8,4,6,47,6,252,-6808,100,5,-0.8872,1.2124,0.2473,-16,-99,267
1450,1,28,0,45,8,252,-6802,105,6,0.336,2.2686,1.2148,16,-6,348.5
1450,7,24,19,0,10,251,-6796,110,7,-0.1507,2.5888,1.5742,-18,77,346.6
1451,1,17,10,19,23,251,-6790,115,6,-0.3754,2.1687,1.1695,18,-151,322.3
1451,7,14,0,7,29,250,-6784,120,5,0.6357,1.7221,0.6615,-20,0,338.5
1452,1,7,1,3,46,249,-6778,125,1,-1.0269,0.9588,-0.0117,20,-13,239.4
1452,6,2,10,34,9,249,-6773,92,1,-1.4244,0.2701,-0.7812,-24,-158,154.7
1452,7,2,0,45,25,249,-6772,130,1,1.391,0.3392,-0.7275,-21,-10,175.5
1452,11,27,4,26,52,248,-6767,97,1,1.0311,0.9717,-0.0397,24,-68,252.8
1453,5,22,17,19,57,248,-6761,102,5,-0.6067,1.745,0.7446,-23,100,315.4
1453,11,16,12,28,47,247,-6755,107,6,0.3661,2.2202,1.1526,21,171,352.3
1454,5,12,6,55,11,247,-6749,112,8,0.1683,2.5265,1.5715,-20,-104,320.4
1454,11,5,13,35,42,246,-6743,117,6,-0.33,2.3033,1.2025,18,153,370
1455,5,1,23,51,27,245,-6737,122,5,0.8897,1.1981,0.2522,-17,2,259.7
1455,10,25,13,13,24,245,-6731,127,4,-1.0093,1.0475,-0.0348,14,159,285.1
1456,3,22,5,3,32,244,-6726,94,5,-1.0027,1.0258,0.0103,-5,-74,264.2
1456,9,14,6,54,33,244,-6720,99,1,1.0812,0.8686,-0.1207,1,-105,239.1
1457,3,11,10,57,52,243,-6714,104,6,-0.2944,2.3538,1.2823,0,-162,362.4
1457,9,3,22,8,21,243,-6708,109,6,0.342,2.2069,1.2534,-4,28,310.6
1458,2,28,11,4,53,242,-6702,114,6,0.4229,2.1284,1.0365,5,-162,363.6
1458,8,24,14,43,49,241,-6696,119,6,-0.3737,2.1528,1.1913,-8,140,313.2
1459,2,17,12,25,19,241,-6690,124,1,1.1084,0.8552,-0.2065,10,178,257.2
1459,7,15,16,42,43,240,-6685,91,3,1.5537,0.0217,-1.0073,-19,111,43.6
1459,8,14,4,2,35,240,-6684,129,1,-1.1531,0.7452,-0.2609,-13,-59,230.9
1460,1,8,8,51,51,240,-6679,96,5,-0.9976,1.0211,0.0335,20,-129,250.6
1460,7,3,20,4,26,239,-6673,101,5,0.8412,1.3481,0.2813,-21,61,315.7
1460,12,28,0,14,45,239,-6667,106,6,-0.32,2.2561,1.2851,22,-1,312.7
1461,6,22,20,44,43,238,-6661,111,8,0.077,2.7463,1.6874,-23,50,369.4
1461,12,17,15,0,0,238,-6655,116,6,0.3559,2.2049,1.2048,24,136,322.9
1462,6,12,1,58,55,237,-6649,121,5,-0.6901,1.5974,0.586,-24,-29,312
1462,12,7,0,38,21,236,-6643,126,1,1.092,0.8826,-0.1738,24,-10,256.5
1463,5,3,6,59,35,236,-6638,93,1,1.1308,0.7572,-0.1917,-17,-105,217.3
1463,6,1,14,23,22,236,-6637,131,1,-1.3957,0.2771,-0.6837,-24,144,140.3
1463,10,27,8,5,16,235,-6632,98,1,-1.2081,0.6913,-0.4081,15,-124,245
1464,4,22,0,0,10,235,-6626,103,6,0.413,2.0764,1.1235,-15,0,308.5
1464,10,15,8,50,47,234,-6620,108,5,-0.4889,1.9945,0.928,12,-135,346.2
1465,4,11,14,24,28,234,-6614,113,6,-0.3312,2.2489,1.2517,-12,144,330.6
1465,10,4,16,24,28,233,-6608,118,8,0.249,2.4047,1.3976,8,111,334.3
1466,3,31,22,14,13,233,-6602,123,1,-1.1226,0.8259,-0.2293,-9,27,254.6
1466,9,24,6,28,3,232,-6596,128,5,0.9362,1.1213,0.1585,5,-99,255.4
1467,2,19,5,57,51,232,-6591,95,1,1.0924,0.8988,-0.1911,9,-85,271.5
1467,8,15,14,22,17,231,-6585,100,5,-0.9504,1.0988,0.1289,-12,146,258.4
1468,2,8,8,50,31,230,-6579,105,6,0.3539,2.233,1.1847,12,-128,346
1468,8,4,2,6,4,230,-6573,110,7,-0.2221,2.4606,1.4404,-15,-29,346.4
1469,1,27,18,53,18,229,-6567,115,6,-0.3632,2.1888,1.194,15,81,321.8
1469,7,24,6,42,46,229,-6561,120,5,0.5556,1.8708,0.8066,-17,-99,347.3
1470,1,17,9,51,49,228,-6555,125,5,-1.0194,0.9718,0.003,18,-144,240.5
1470,6,13,17,8,38,228,-6550,92,1,-1.5032,0.1241,-0.9242,-25,104,105.9
1470,7,13,7,13,12,228,-6549,130,1,1.306,0.495,-0.5715,-19,-106,208.7
1470,12,8,13,5,59,227,-6544,97,1,1.0369,0.9627,-0.0521,24,164,252.8
1471,6,3,0,23,10,227,-6538,102,5,-0.6815,1.6054,0.6094,-24,-5,306.4
1471,11,27,20,42,22,226,-6532,107,6,0.3745,2.207,1.1352,23,48,353.2
1472,5,22,14,23,5,226,-6526,112,8,0.0973,2.6551,1.7033,-22,144,320.7
1472,11,15,21,28,20,225,-6520,117,6,-0.3154,2.3313,1.228,21,36,371.2
1473,5,12,7,28,21,224,-6514,122,5,0.8256,1.3153,0.3703,-19,-112,268.7
1473,11,4,21,8,23,224,-6508,127,5,-0.989,1.0849,0.0023,17,40,288.5
1474,4,2,12,41,25,223,-6503,94,1,-1.0536,0.9326,-0.0831,-9,171,255.2
1474,9,25,14,54,0,223,-6497,99,1,1.1158,0.8051,-0.1843,5,134,231.1
1475,3,22,18,18,39,222,-6491,104,6,-0.3413,2.2673,1.1969,-4,87,360.8
1475,9,15,6,11,44,222,-6485,109,6,0.3855,2.1282,1.1726,1,-94,308.5
1476,3,10,18,25,12,221,-6479,114,6,0.3817,2.2019,1.114,1,87,365.5
1476,9,3,22,34,58,221,-6473,119,6,-0.3243,2.2458,1.2797,-4,21,316.7
1477,2,27,20,11,49,220,-6467,124,1,1.0767,0.9104,-0.1454,6,61,262.7
1477,8,24,11,25,47,220,-6461,129,1,-1.0986,0.8482,-0.1639,-9,-170,244.9
1478,1,18,17,33,33,219,-6456,96,5,-1.0033,1.009,0.0249,17,101,248.8
1478,7,15,2,32,38,219,-6450,101,5,0.9258,1.194,0.1249,-19,-36,302.7
1479,1,8,9,5,26,218,-6444,106,6,-0.3253,2.2462,1.2757,20,-133,312.6
1479,7,4,3,14,45,218,-6438,111,8,0.1634,2.5872,1.5297,-22,-47,366.9
1479,12,28,23,43,31,217,-6432,116,6,0.3535,2.2104,1.2083,23,7,324
1480,6,22,8,55,27,216,-6426,121,5,-0.6085,1.7455,0.7375,-24,-132,318.9
1480,12,17,9,0,49,216,-6420,126,1,1.0903,0.8873,-0.1722,24,-134,258
1481,5,13,14,33,56,215,-6415,93,1,1.1952,0.6376,-0.3085,-19,142,201.5
1481,6,11,21,44,3,215,-6414,131,1,-1.3201,0.4144,-0.5435,-25,35,168.9
1481,11,6,15,52,48,215,-6409,98,1,-1.2265,0.6587,-0.4429,18,119,240
1482,5,3,7,39,0,214,-6403,103,6,0.4772,1.9582,1.0059,-18,-115,305
1482,10,26,16,45,28,214,-6397,108,5,-0.5111,1.9538,0.8871,15,106,343.6
1483,4,22,21,52,19,213,-6391,113,7,-0.2713,2.3591,1.3612,-15,32,334.4
1483,10,16,0,36,0,213,-6385,118,8,0.2218,2.4546,1.4476,12,-12,334.2
1484,4,11,5,22,47,212,-6379,123,1,-1.0662,0.9292,-0.1257,-13,-81,267.9
1484,10,4,14,45,35,212,-6373,128,5,0.9031,1.183,0.2185,9,136,260.3
1485,3,1,13,29,44,211,-6368,95,1,1.1247,0.8371,-0.2481,5,162,263.1
1485,8,25,22,1,58,211,-6362,100,5,-1.0093,0.9933,0.0183,-8,31,249.4
1486,2,18,16,51,51,210,-6356,105,6,0.376,2.1895,1.1471,9,111,343.1
1486,8,15,9,15,15,210,-6350,110,6,-0.29,2.3389,1.313,-11,-137,345.7
1487,2,8,3,22,49,209,-6344,115,6,-0.3469,2.2163,1.2262,12,-46,321.3
1487,8,4,13,21,13,209,-6338,120,5,0.4783,2.0146,0.9466,-14,161,354.6
1488,1,28,18,35,29,208,-6332,125,5,-1.0083,0.9911,0.0243,15,85,242.2
1488,7,23,13,46,42,208,-6326,130,1,1.2247,0.6444,-0.4223,-17,155,234.4
1488,12,18,21,43,56,207,-6321,97,1,1.0434,0.9523,-0.0655,24,36,252.6
1489,6,13,7,28,45,207,-6315,102,5,-0.7554,1.4678,0.4757,-24,-111,296.6
1489,12,8,4,57,5,206,-6309,107,6,0.3817,2.1954,1.1202,24,-74,354.1
1490,6,2,21,49,13,206,-6303,112,8,0.0243,2.7877,1.8386,-23,33,320.5
1490,11,27,5,25,13,205,-6297,117,6,-0.3042,2.3528,1.2476,22,-82,372.1
1491,5,23,15,0,0,205,-6291,122,5,0.7569,1.4411,0.4965,-21,135,277.4
1491,11,16,5,10,39,204,-6285,127,5,-0.9741,1.1121,0.0298,20,-80,290.6
1492,4,12,20,7,44,204,-6280,94,1,-1.113,0.8239,-0.1924,-13,58,243.4
1492,5,12,6,21,14,204,-6279,132,2,1.5337,0.0347,-0.9474,-19,-95,52
1492,10,5,23,4,19,203,-6274,99,1,1.1424,0.7565,-0.2332,10,11,224.5
1493,4,2,1,28,34,203,-6268,104,6,-0.3964,2.1656,1.0963,-9,-21,358.3
1493,9,25,14,23,1,202,-6262,109,6,0.4226,2.0613,1.1033,5,142,306.4
1494,3,22,1,37,17,202,-6256,114,6,0.3334,2.2884,1.2046,-4,-22,367.4
1494,9,15,6,32,25,201,-6250,119,6,-0.2805,2.3287,1.3576,0,-99,319.6
1495,3,11,3,50,59,201,-6244,124,1,1.0379,0.9785,-0.0711,1,-55,269.3
1495,9,4,18,54,17,200,-6238,129,1,-1.049,0.9425,-0.0759,-5,76,256.9
1496,1,30,2,12,22,200,-6233,96,5,-1.012,0.9911,0.0107,14,-29,246.4
1496,7,25,9,3,59,199,-6227,101,4,1.0074,1.0457,-0.026,-17,-134,288.3
1497,1,18,17,53,14,199,-6221,106,6,-0.333,2.2315,1.2619,18,96,312.3
1497,7,14,9,49,55,198,-6215,111,8,0.2462,2.4347,1.3783,-20,-145,363.5
1498,1,8,8,25,32,198,-6209,116,6,0.3505,2.2168,1.213,21,-123,325.1
1498,7,3,15,54,47,197,-6203,121,5,-0.5279,1.8917,0.8867,-23,123,324.4
1498,12,28,17,22,57,197,-6197,126,1,1.089,0.8911,-0.171,24,102,259.3
1499,5,24,22,5,32,196,-6192,93,1,1.2621,0.5136,-0.4301,-21,29,182.8
1499,6,23,5,5,35,196,-6191,131,1,-1.2445,0.552,-0.4037,-24,-75,191.8
1499,11,17,23,45,52,196,-6186,98,1,-1.2408,0.6331,-0.47,20,2,235.8
1500,5,13,15,12,36,195,-6180,103,5,0.5457,1.8326,0.8802,-20,132,300.5
1500,11,6,0,48,33,195,-6174,108,5,-0.5272,1.9239,0.8577,18,-15,341.4
1501,5,3,5,13,26,194,-6168,113,7,-0.2064,2.4787,1.4797,-18,-79,337.8
1501,10,26,8,54,58,194,-6162,118,8,0.1999,2.4944,1.4878,16,-137,333.8
1502,4,22,12,22,44,193,-6156,123,4,-1.0034,1.0445,-0.0103,-16,174,281.3
1502,10,15,23,10,40,193,-6150,128,5,0.8759,1.2336,0.2675,13,9,264.1
1503,3,12,20,51,38,192,-6145,95,1,1.1652,0.7603,-0.32,1,50,251.9
1503,9,6,5,48,25,192,-6139,100,1,-1.062,0.8993,-0.0811,-4,-87,240.6
1504,3,1,0,44,47,191,-6133,105,6,0.4057,2.1318,1.0956,4,-8,339.7
1504,8,25,16,30,40,191,-6127,110,6,-0.3518,2.2287,1.1966,-8,113,344.6
1505,2,18,11,45,3,190,-6121,115,6,-0.324,2.2559,1.2708,8,-172,321.2
1505,8,14,20,5,59,190,-6115,120,6,0.4063,2.1487,1.0766,-11,60,360.6
1506,2,8,3,14,7,189,-6109,125,5,-0.9931,1.0177,0.0532,11,-44,244.6
1506,8,3,20,24,30,189,-6103,130,1,1.1456,0.7897,-0.2776,-14,55,255.4
1506,12,30,6,22,25,189,-6098,97,1,1.049,0.9433,-0.0769,23,-93,252.4
1507,6,24,14,33,59,188,-6092,102,5,-0.8306,1.3283,0.3394,-24,143,285.5
1507,12,19,13,13,1,188,-6086,107,6,0.3872,2.1868,1.1089,24,163,354.9
1508,6,13,5,14,2,187,-6080,112,7,-0.0503,2.7389,1.7918,-24,-78,319.6
1508,12,7,13,26,13,187,-6074,117,6,-0.2962,2.3681,1.2618,23,158,372.7
1509,6,2,22,29,18,186,-6068,122,5,0.6866,1.5702,0.6253,-22,23,285.4
1509,11,26,13,18,2,186,-6062,127,5,-0.9625,1.1329,0.0514,22,159,291.9
1510,4,24,3,27,17,185,-6057,94,1,-1.1769,0.707,-0.31,-17,-52,229
1510,5,23,13,38,7,185,-6056,132,1,1.4701,0.1523,-0.8316,-21,156,108.1
1510,10,17,7,22,0,185,-6051,99,1,1.1637,0.7175,-0.2724,14,-114,219
1511,4,13,8,29,6,184,-6045,104,5,-0.4585,2.051,0.9828,-13,-127,354.7
1511,10,6,22,42,6,184,-6039,109,6,0.4533,2.0061,1.0457,9,17,304.7
1512,4,1,8,40,58,183,-6033,114,6,0.2778,2.3883,1.3087,-8,-129,369.1
1512,9,25,14,37,20,183,-6027,119,7,-0.2434,2.3993,1.4232,4,139,322.1
1513,3,21,11,22,52,182,-6021,124,5,0.9922,1.0591,0.0158,-3,-169,276.5
1513,9,15,2,30,22,182,-6015,129,4,-1.006,1.0245,-0.0003,0,-39,266.8
1514,2,9,10,45,15,182,-6010,96,1,-1.0259,0.9636,-0.0127,10,-157,243
1514,8,5,15,39,55,181,-6004,101,1,1.0845,0.9055,-0.169,-13,127,272.6
1515,1,30,2,35,56,181,-5998,106,6,-0.3447,2.2094,1.241,15,-35,311.9
1515,7,25,16,29,57,180,-5992,111,6,0.3252,2.2893,1.2336,-17,115,359.2
1516,1,19,17,2,13,180,-5986,116,6,0.3438,2.2297,1.2248,19,109,326.4
1516,7,13,22,58,24,179,-5980,121,6,-0.4501,2.0335,1.0308,-21,18,328.7
1517,1,8,1,41,58,179,-5974,126,1,1.0862,0.8971,-0.1668,22,-22,260.9
1517,6,4,5,34,12,178,-5969,93,1,1.3316,0.3854,-0.5567,-22,-83,160.1
1517,7,3,12,28,24,178,-5968,131,1,-1.1693,0.6892,-0.2648,-23,175,210.9
1517,11,28,7,44,9,178,-5963,98,1,-1.2509,0.615,-0.4889,22,-117,232.8
1518,5,24,22,40,54,177,-5957,103,5,0.618,1.7002,0.7473,-22,20,295
1518,11,17,8,59,11,177,-5951,108,5,-0.5379,1.904,0.8385,21,-137,339.5
1519,5,14,12,25,26,177,-5945,113,7,-0.1349,2.6107,1.6101,-21,173,340.8
1519,11,6,17,22,27,176,-5939,118,8,0.1846,2.5223,1.5162,19,96,333.2
1520,5,2,19,14,16,176,-5933,123,5,-0.9344,1.1712,0.1162,-19,71,294.6
1520,10,26,7,43,2,175,-5927,128,5,0.8549,1.2729,0.3053,16,-119,266.9
1521,3,23,4,7,1,175,-5922,95,1,1.211,0.6737,-0.4015,-4,-60,238.5
1521,9,16,13,41,13,174,-5916,100,1,-1.1087,0.8166,-0.1695,0,154,232.1
1521,10,15,23,41,27,174,-5915,138,1,1.5291,0.0386,-0.9345,14,1,53.1
1522,3,12,8,32,37,174,-5910,105,6,0.4404,2.0648,1.035,0,-125,335.8
1522,9,5,23,50,39,173,-5904,110,6,-0.4089,2.127,1.0887,-3,2,343.1
1523,3,1,20,2,0,173,-5898,115,6,-0.2961,2.3045,1.3244,4,63,321.2
1523,8,26,2,57,1,173,-5892,120,6,0.3395,2.2735,1.1971,-7,-44,365.5
1524,2,19,11,45,16,172,-5886,125,5,-0.9719,1.0554,0.0933,7,-173,248
1524,8,14,3,11,11,172,-5880,130,1,1.0728,0.9238,-0.1443,-10,-47,272.1
1525,1,9,14,56,50,171,-5875,97,1,1.0577,0.9283,-0.0938,21,140,251.7
1525,7,4,21,43,23,171,-5869,102,5,-0.9029,1.1941,0.208,-23,36,273.8
1525,12,29,21,26,19,170,-5863,107,6,0.3944,2.1746,1.0947,23,41,355.6
1526,6,24,12,39,44,170,-5857,112,7,-0.1248,2.6016,1.6559,-23,172,318.2
1526,12,18,21,27,49,169,-5851,117,6,-0.2887,2.3819,1.2754,23,39,373.1
1527,6,14,5,54,52,169,-5845,122,5,0.6134,1.7051,0.7593,-23,-88,293
1527,12,7,21,30,5,169,-5839,127,5,-0.954,1.1478,0.0678,23,37,292.6
1528,5,4,10,37,14,168,-5834,94,1,-1.2477,0.5778,-0.4406,-20,-160,210.4
1528,6,2,20,49,34,168,-5833,132,1,1.4025,0.2775,-0.7088,-22,48,144.9
1528,10,27,15,48,36,168,-5828,99,1,1.1786,0.6902,-0.2998,17,119,214.8
1529,4,23,15,20,28,167,-5822,104,5,-0.5277,1.9238,0.8563,-16,130,349.9
1529,10,17,7,9,32,167,-5816,109,6,0.4775,1.963,1.0001,13,-111,303.3
1530,4,12,15,36,23,166,-5810,114,8,0.2151,2.5012,1.426,-12,126,370.5
1530,10,6,22,49,14,166,-5804,119,7,-0.2126,2.4583,1.4771,9,15,324.3
1531,4,1,18,47,57,166,-5798,124,5,0.94,1.1518,0.1149,-7,79,284.2
1531,9,26,10,13,23,165,-5792,129,5,-0.9696,1.0946,0.0634,4,-155,275
1532,2,20,19,11,57,165,-5787,96,1,-1.0452,0.926,-0.0461,6,76,238.5
1532,8,15,22,22,9,164,-5781,101,1,1.1559,0.7761,-0.3016,-10,25,256
1533,2,9,11,13,52,164,-5775,106,6,-0.3602,2.1804,1.2134,11,-164,311.2
1533,8,4,23,16,0,164,-5769,111,6,0.3999,2.152,1.0967,-14,13,354.1
1534,1,30,1,34,32,163,-5763,116,6,0.3341,2.2478,1.2421,15,-19,327.8
1534,7,25,6,7,1,163,-5757,121,6,-0.3754,2.1695,1.1688,-18,-90,331.9
1535,1,19,9,56,17,162,-5751,126,1,1.08,0.9092,-0.156,19,-145,263.1
1535,6,15,13,1,28,162,-5746,93,1,1.4023,0.255,-0.686,-22,166,131.7
1535,7,14,19,54,1,162,-5745,131,1,-1.0956,0.8239,-0.1292,-21,64,226.9
1535,12,9,15,45,20,162,-5740,98,1,-1.2588,0.6006,-0.5034,22,124,230.2
1536,6,4,6,6,33,161,-5734,103,5,0.692,1.565,0.6109,-23,-91,288.5
1536,11,27,17,14,1,161,-5728,108,5,-0.5457,1.8889,0.8249,22,100,337.8
1537,5,24,19,33,13,160,-5722,113,7,-0.0608,2.7478,1.7451,-22,67,343.3
1537,11,17,1,55,51,160,-5716,118,8,0.1738,2.5416,1.5365,21,-31,332.5
1538,5,14,1,58,0,159,-5710,123,5,-0.8594,1.309,0.2535,-21,-30,307.5
1538,11,6,16,22,2,159,-5704,128,5,0.8392,1.3024,0.3334,20,111,268.9
1539,4,3,11,13,11,159,-5699,95,1,1.2644,0.5732,-0.4968,-8,-167,221.4
1539,9,27,21,41,55,158,-5693,100,1,-1.1485,0.7464,-0.2455,4,33,224.4
1539,10,27,8,11,0,158,-5692,138,1,1.5126,0.0709,-0.9063,17,-127,71.9
1540,3,22,16,11,8,158,-5687,105,5,0.4838,1.9821,0.9587,-4,119,331
1540,9,16,7,18,56,157,-5681,110,5,-0.4584,2.0394,0.9947,1,-111,341.6
1541,3,12,4,11,19,157,-5675,115,7,-0.2612,2.3661,1.3912,-1,-60,321.3
1541,9,5,9,54,46,157,-5669,120,6,0.2784,2.3879,1.3072,-3,-149,369.3
1542,3,1,20,10,0,156,-5663,125,5,-0.9455,1.1026,0.143,3,60,252.1
1542,8,25,10,4,53,156,-5657,130,4,1.0046,1.0495,-0.0196,-7,-151,285.8
1543,1,20,23,27,44,155,-5652,97,1,1.0685,0.9092,-0.1143,19,13,250.3
1543,7,16,4,55,2,155,-5646,102,5,-0.9742,1.0623,0.0784,-21,-71,261
1544,1,10,5,37,51,155,-5640,107,6,0.4024,2.1605,1.0793,21,-81,356
1544,7,4,20,6,57,154,-5634,112,7,-0.1982,2.4665,1.5216,-22,60,316.1
1544,12,29,5,29,10,154,-5628,117,6,-0.2809,2.3961,1.29,22,-80,373.4
1545,6,24,13,21,1,153,-5622,122,5,0.5409,1.8389,0.8916,-22,161,299.6
1545,12,18,5,45,1,153,-5616,127,5,-0.947,1.1596,0.0818,22,-85,292.9
1546,5,15,17,40,52,153,-5611,94,1,-1.3223,0.4416,-0.5783,-22,94,187.1
1546,6,14,3,57,38,153,-5610,132,1,1.3329,0.4067,-0.5824,-22,-59,174
1546,11,8,0,21,33,152,-5605,99,1,1.1891,0.6709,-0.3188,20,-9,211.7
1547,5,4,22,4,32,152,-5599,104,5,-0.6022,1.7866,0.7198,-19,28,343.7
1547,10,28,15,43,40,152,-5593,109,5,0.496,1.9303,0.9651,17,121,302.2
1548,4,22,22,24,51,151,-5587,114,8,0.1463,2.6255,1.5543,-15,24,371.4
1548,10,17,7,8,29,151,-5581,119,7,-0.1885,2.5051,1.5189,13,-110,326.1
1549,4,12,2,6,54,150,-5575,124,5,0.8818,1.2555,0.2247,-11,-31,292
1549,10,6,18,2,25,150,-5569,129,5,-0.9388,1.1543,0.1168,8,87,281.9
1550,3,3,3,31,35,150,-5564,96,1,-1.0707,0.8771,-0.0907,2,-50,232.7
1550,4,1,12,54,38,150,-5563,134,2,1.5506,0.0022,-0.977,-7,168,12.9
1550,8,27,5,11,29,149,-5558,101,1,1.221,0.6583,-0.4226,-6,-78,238.8
1551,2,20,19,43,12,149,-5552,106,6,-0.3827,2.1382,1.1729,7,68,310.3
1551,8,16,6,9,51,149,-5546,111,5,0.4688,2.0256,0.9702,-10,-92,348.7
1552,2,10,9,58,45,148,-5540,116,6,0.3183,2.2769,1.2708,12,-145,329.5
1552,8,4,13,22,37,148,-5534,121,6,-0.3055,2.297,1.2978,-15,161,334.1
1553,1,29,18,3,50,147,-5528,126,1,1.069,0.9296,-0.1363,16,94,266.2
1553,6,25,20,29,9,147,-5523,93,1,1.4726,0.1258,-0.8148,-21,54,93.6
1553,7,25,3,24,11,147,-5522,131,5,-1.0253,0.9528,0.0001,-18,-49,240.2
1553,12,19,23,49,19,147,-5517,98,1,-1.2643,0.5901,-0.5132,22,4,228.2
1554,6,15,13,27,59,146,-5511,103,5,0.7688,1.425,0.4691,-23,159,280.7
1554,12,9,1,34,26,146,-5505,108,5,-0.5496,1.8808,0.8188,23,-24,336.3
1555,6,5,2,34,54,146,-5499,113,8,0.0172,2.8291,1.8238,-23,-38,345
1555,11,28,10,34,50,145,-5493,118,8,0.1671,2.5534,1.5495,23,-160,331.7
1556,5,24,8,36,4,145,-5487,123,5,-0.7802,1.4547,0.3983,-23,-129,319.6
1556,11,17,1,6,54,145,-5481,128,5,0.8286,1.3224,0.3523,22,-19,270.2
1557,4,13,18,14,10,144,-5476,95,1,1.3222,0.4644,-0.6004,-11,87,200.7
1557,5,13,9,23,4,144,-5475,133,2,-1.537,0.0734,-0.9975,-22,-142,83.9
1557,10,8,5,47,56,144,-5470,100,1,-1.1834,0.6853,-0.3122,8,-89,217.2
1557,11,6,16,45,1,144,-5469,138,1,1.5003,0.0955,-0.8857,20,105,83.5
1558,4,2,23,45,10,144,-5464,105,5,0.5316,1.8911,0.8741,-8,5,325.6
1558,9,27,14,53,7,143,-5458,110,5,-0.5022,1.9621,0.9112,5,135,340.1
1559,3,23,12,13,18,143,-5452,115,7,-0.2197,2.4397,1.4698,-5,178,321.5
1559,9,16,17,1,0,142,-5446,120,8,0.2244,2.4891,1.4041,1,103,372.2
1560,3,12,4,26,27,142,-5440,125,5,-0.9127,1.1617,0.2045,-1,-65,257.1
1560,9,4,17,8,50,142,-5434,130,5,0.944,1.1611,0.091,-3,102,296.6
1561,1,31,7,51,2,141,-5429,97,1,1.085,0.8795,-0.145,15,-113,247.8
1561,7,26,12,13,48,141,-5423,102,1,-1.0402,0.9402,-0.042,-18,179,247.8
1562,1,20,13,43,40,141,-5417,107,6,0.4147,2.1384,1.0565,18,158,356.1
1562,7,16,3,36,19,140,-5411,112,7,-0.2701,2.3345,1.3896,-20,-52,313.4
1563,1,9,13,28,27,140,-5405,117,7,-0.2712,2.4131,1.3084,20,161,373.5
1563,7,5,20,46,26,140,-5399,122,6,0.4678,1.9741,1.0245,-21,50,305.6
1563,12,29,13,59,52,139,-5393,127,5,-0.9392,1.1722,0.0975,22,152,293.1
1564,5,26,0,37,6,139,-5388,94,1,-1.4018,0.2969,-0.7252,-24,-9,156.1
1564,6,24,11,3,8,139,-5387,132,1,1.2616,0.5393,-0.4534,-22,-165,198.6
1564,11,18,9,1,33,139,-5382,99,1,1.1947,0.6604,-0.3288,23,-138,209.8
1564,12,17,21,16,37,139,-5381,137,1,-1.5587,0.0066,-1.0109,22,42,23
1565,5,15,4,41,16,138,-5376,104,5,-0.682,1.64,0.5736,-22,-71,335.7
1565,11,8,0,23,49,138,-5370,109,5,0.5096,1.9065,0.9391,20,-9,301.4
1566,5,4,5,6,57,138,-5364,114,8,0.0717,2.7603,1.6932,-18,-77,371.6
1566,10,28,15,34,6,137,-5358,119,7,-0.1704,2.5409,1.5498,16,123,327.8
1567,4,23,9,18,49,137,-5352,124,5,0.8168,1.3716,0.3469,-15,-140,299.8
1567,10,18,1,59,2,137,-5346,129,5,-0.9149,1.2012,0.1576,12,-33,287.4
1568,3,13,11,44,28,136,-5341,96,1,-1.1021,0.8171,-0.1462,-2,-174,225.5
1568,4,11,20,39,0,136,-5340,134,1,1.497,0.0979,-0.876,-11,51,85.4
1568,9,6,12,8,34,136,-5335,101,1,1.2796,0.5524,-0.5317,-1,177,221.2
1569,3,3,4,6,8,136,-5329,106,6,-0.4104,2.0865,1.1228,3,-59,308.9
