Year,Month,Day,Hours,Minutes,Seconds,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Penumbral Magnitude,Umbral Magnitude,Latitude,Longitude,Penumbral Eclipse Duration (m)
2302,10,7,22,49,32,724,3744,122,1,-1.4691,0.2007,-0.8754,4,18,136.1
2302,11,6,14,46,26,724,3745,160,1,1.4353,0.256,-0.8068,17,137,149.3
2303,4,3,4,19,40,726,3750,127,5,0.6276,1.6851,0.7273,-4,-61,291.2
2303,9,26,22,50,54,727,3756,132,5,-0.7615,1.5007,0.4212,1,19,328.4
2304,3,22,20,26,42,729,3762,137,7,-0.0661,2.724,1.7491,-1,58,324.6
2304,9,15,1,48,59,730,3768,142,8,0.0003,2.8756,1.8394,-3,-25,355.7
2305,3,12,8,41,35,732,3774,147,5,-0.8072,1.3909,0.3629,3,-125,297.2
2305,9,4,12,5,50,733,3780,152,5,0.7436,1.4828,0.5042,-7,-179,290.6
2306,1,30,19,20,1,734,3785,119,1,1.4427,0.2627,-0.8406,19,77,157.2
2306,3,1,13,42,55,735,3786,157,1,-1.5675,0.0238,-1.0597,7,160,47.5
2306,7,26,21,1,27,736,3791,124,1,-1.0676,0.8701,-0.0725,-20,50,229.2
2306,8,25,3,53,23,736,3792,162,1,1.4297,0.2071,-0.7385,-10,-55,119.3
2307,1,19,18,39,13,738,3797,129,5,0.7616,1.506,0.4156,21,86,326.1
2307,7,16,12,51,48,739,3803,134,6,-0.3475,2.2075,1.2329,-22,172,323
2308,1,8,23,16,24,741,3809,139,8,0.0413,2.801,1.7637,22,15,347.8
2308,7,4,23,7,47,742,3815,144,6,0.4377,2.0694,1.0404,-22,17,341.6
2308,12,28,11,1,33,744,3821,149,5,-0.6401,1.6763,0.6906,23,-162,296.9
2309,6,24,2,17,42,745,3827,154,1,1.2308,0.6337,-0.434,-22,-31,233.4
2309,11,18,16,10,56,746,3832,121,1,1.3782,0.3174,-0.6594,21,116,148.7
2309,12,18,2,32,41,747,3833,159,1,-1.283,0.4888,-0.4815,22,-36,179.3
2310,5,14,13,6,26,748,3838,126,5,-0.8566,1.3085,0.2643,-19,166,301.8
2310,11,8,4,49,17,749,3844,131,5,0.7339,1.5227,0.5001,17,-73,304.2
2311,5,3,21,52,7,751,3850,136,7,-0.0706,2.7241,1.7326,-16,34,335.3
2311,10,28,10,40,16,752,3856,141,8,0.0241,2.8509,1.7773,13,-161,368.6
2312,4,22,12,37,9,754,3862,146,5,0.6499,1.6433,0.6873,-12,174,290
2312,10,16,10,51,23,755,3868,151,5,-0.696,1.6257,0.5368,8,-163,338.6
2313,3,13,19,25,46,757,3873,118,1,-1.288,0.489,-0.5001,2,74,184.8
2313,4,12,5,12,28,757,3874,156,1,1.3473,0.3667,-0.5956,-7,-74,158
2313,9,5,23,20,24,758,3879,123,1,1.3925,0.3118,-0.7061,-5,12,158
2313,10,5,12,20,12,758,3880,161,1,-1.3843,0.3451,-0.7088,3,176,171.6
2314,3,3,5,46,48,760,3885,128,5,-0.6301,1.7256,0.6784,7,-81,324.8
2314,8,26,11,33,39,761,3891,133,5,0.5935,1.7508,0.7866,-10,-170,300.7
2315,2,20,8,42,48,763,3897,138,8,0.0684,2.7804,1.6853,11,-124,375.4
2315,8,16,4,10,27,764,3903,143,7,-0.1459,2.5616,1.6185,-14,-58,315.7
2316,2,9,7,52,24,766,3909,148,5,0.7523,1.526,0.4299,16,-111,330.5
2316,8,4,20,36,17,767,3915,153,5,-0.8979,1.193,0.2273,-18,56,266.6
2316,12,29,20,38,45,769,3920,120,1,-1.4452,0.2162,-0.8039,22,54,129.7
2317,1,28,10,53,57,769,3921,158,1,1.3953,0.3233,-0.7273,20,-157,163
2317,6,25,20,15,57,770,3926,125,5,0.9955,1.0533,0.0097,-22,60,280.2
2317,12,19,9,55,14,772,3932,130,5,-0.7237,1.518,0.5419,23,-146,284.9
2318,6,14,22,0,42,773,3938,135,8,0.2477,2.4395,1.3681,-23,33,370.4
2318,12,9,1,41,59,775,3944,140,7,-0.0546,2.7445,1.7707,23,-24,321.3
2319,6,3,23,18,19,776,3950,145,5,-0.5109,1.9459,0.8953,-23,13,344.8
2319,11,28,15,18,35,778,3956,150,5,0.6528,1.667,0.6533,22,130,308
2320,4,23,20,50,31,779,3961,117,1,1.4021,0.2749,-0.7048,-11,51,141.4
2320,5,23,6,38,12,780,3962,155,1,-1.2312,0.5984,-0.4008,-22,-97,208.6
2320,10,18,6,8,39,781,3967,122,1,-1.5163,0.1166,-0.9645,8,-92,104.8
2320,11,16,22,38,58,781,3968,160,1,1.4138,0.2982,-0.7701,20,19,161.1
2321,4,13,12,29,34,782,3973,127,5,0.6671,1.6109,0.6562,-8,176,287.1
2321,10,7,5,58,35,784,3979,132,5,-0.8152,1.4033,0.3218,5,-89,320.9
2322,4,3,4,39,45,785,3985,137,7,-0.0323,2.7857,1.8116,-5,-66,325.4
2322,9,26,9,9,54,787,3991,142,7,-0.0568,2.7718,1.736,1,-136,354.3
2323,3,23,16,43,41,789,3997,147,5,-0.7809,1.4392,0.411,-1,114,301.6
2323,9,15,19,43,8,790,4003,152,5,0.6823,1.5951,0.6167,-3,66,296.5
2324,2,11,3,17,27,791,4008,119,1,1.4561,0.2377,-0.8646,16,-42,149.9
2324,3,11,21,29,30,792,4009,157,1,-1.5451,0.0645,-1.0182,2,43,78
2324,8,6,4,31,49,793,4014,124,1,-1.1392,0.7395,-0.205,-18,-63,214.5
2324,9,4,11,36,5,793,4015,162,1,1.3683,0.3205,-0.6266,-6,-171,146.8
2325,1,30,2,46,50,795,4020,129,5,0.7692,1.4906,0.4033,18,-35,324.2
2325,7,26,20,6,28,796,4026,134,6,-0.4246,2.0679,1.0898,-20,64,320.2
2326,1,19,7,48,32,798,4032,139,8,0.0454,2.7918,1.7577,20,-111,346.4
2326,7,16,5,54,47,799,4038,144,6,0.3565,2.22,1.1878,-21,-84,347.8
2327,1,8,19,50,18,801,4044,149,5,-0.6349,1.6851,0.7008,22,67,296.7
2327,7,5,8,44,32,802,4050,154,1,1.1463,0.7888,-0.2792,-22,-127,256.7
2327,11,30,0,45,50,804,4055,121,1,1.3949,0.2887,-0.692,23,-11,142.6
2327,12,29,11,23,32,804,4056,159,1,-1.2784,0.4978,-0.4739,22,-168,180.9
2328,5,24,20,6,39,805,4061,126,5,-0.9225,1.1848,0.146,-22,61,289.9
2328,11,18,12,59,37,807,4067,131,5,0.7574,1.4824,0.4541,20,165,302.9
2329,5,14,5,26,11,808,4073,136,7,-0.1279,2.6162,1.6303,-19,-79,332.9
2329,11,7,18,18,33,810,4079,141,8,0.0568,2.7935,1.7146,16,85,369.8
2330,5,3,20,33,7,812,4085,146,5,0.5998,1.7334,0.781,-15,55,293.9
2330,10,27,18,12,55,813,4091,151,5,-0.6542,1.7038,0.6121,12,86,343.5
2331,3,25,3,42,19,815,4096,118,1,-1.3179,0.4341,-0.5548,-3,-51,175.5
2331,4,23,13,14,5,815,4097,156,1,1.307,0.4401,-0.5211,-11,165,172.1
2331,9,17,6,41,33,816,4102,123,1,1.4465,0.2123,-0.8048,-1,-99,131.1
2331,10,16,19,49,56,816,4103,161,1,-1.3365,0.4329,-0.6213,8,63,190.2
2332,3,13,13,48,34,818,4108,128,5,-0.6557,1.6788,0.6313,2,158,323.2
2332,9,5,19,11,20,819,4114,133,5,0.6533,1.6412,0.6771,-6,75,294.4
2333,3,2,16,30,27,821,4120,138,8,0.0466,2.8198,1.7259,7,119,375.9
2333,8,26,11,49,39,822,4126,143,7,-0.0807,2.6822,1.7372,-10,-173,317
2334,2,19,15,48,18,824,4132,148,5,0.7362,1.5538,0.4612,12,130,331.6
2334,8,16,3,59,52,826,4138,153,5,-0.8304,1.319,0.3493,-15,-55,277.3
2335,1,10,5,16,0,827,4143,120,1,-1.4453,0.2147,-0.8029,21,-74,128.9
2335,2,8,19,15,18,827,4144,158,1,1.3834,0.3429,-0.7034,16,78,166.9
2335,7,7,2,55,54,829,4149,125,1,1.0806,0.8983,-0.1476,-22,-39,263.8
2335,12,30,18,45,24,830,4155,130,5,-0.7278,1.5101,0.5345,22,83,284
2336,6,25,4,27,14,832,4161,135,6,0.3347,2.2794,1.209,-23,-62,366.4
2336,12,19,10,28,54,833,4167,140,7,-0.0624,2.7315,1.7552,23,-155,321.9
2337,6,14,6,3,17,835,4173,145,6,-0.4307,2.0911,1.0448,-24,-87,349.2
2337,12,8,23,45,53,837,4179,150,5,0.6423,1.6887,0.6702,23,5,310.4
2338,5,5,4,35,58,838,4184,117,1,1.4491,0.186,-0.7884,-15,-66,116.8
2338,6,3,13,55,27,838,4185,155,1,-1.1602,0.7259,-0.268,-23,154,225.8
2338,10,29,13,35,5,839,4190,122,1,-1.5569,0.0446,-1.0414,12,156,65.4
2338,11,28,6,37,25,840,4191,160,1,1.3976,0.3305,-0.7428,22,-99,169.7
2339,4,24,20,32,43,841,4196,127,5,0.7125,1.5262,0.5746,-12,55,282.1
2339,10,18,13,14,22,843,4202,132,5,-0.8625,1.3175,0.2339,9,162,313.8
2340,4,13,12,45,17,844,4208,137,8,0.0074,2.831,1.8576,-9,172,326.1
2340,10,6,16,39,55,846,4214,142,7,-0.1074,2.6788,1.6431,5,111,352.6
2341,4,3,0,36,59,848,4220,147,5,-0.748,1.4997,0.4713,-6,-5,306.6
2341,9,26,3,29,16,849,4226,152,5,0.6276,1.6955,0.7172,2,-51,301.1
2342,2,21,11,9,44,850,4231,119,1,1.4735,0.2049,-0.8958,12,-160,139.6
2342,3,23,5,8,18,851,4232,157,1,-1.5166,0.1161,-0.9654,-2,-73,104.3
2342,8,17,12,5,10,852,4237,124,1,-1.2083,0.614,-0.3328,-15,-176,198.2
2342,9,15,19,24,22,852,4238,162,1,1.3113,0.4261,-0.5229,-2,71,167.6
2343,2,10,10,51,39,854,4243,129,5,0.7796,1.4698,0.386,15,-156,321.7
2343,8,7,3,21,51,855,4249,134,5,-0.5005,1.9307,0.9484,-17,-45,316.5
2344,1,30,16,18,41,857,4255,139,8,0.0518,2.7782,1.7479,18,122,345
2344,7,26,12,40,59,859,4261,144,6,0.2752,2.3711,1.3351,-19,175,353.2
2345,1,19,4,38,50,860,4267,149,5,-0.629,1.6948,0.7125,20,-64,296.6
2345,7,15,15,10,59,862,4273,154,1,1.0613,0.9453,-0.1235,-20,137,276.8
2345,12,10,9,24,58,863,4278,121,1,1.4083,0.2658,-0.7184,24,-140,137.4
2346,1,8,20,14,46,863,4279,159,1,-1.2743,0.5059,-0.4667,21,61,182.4
2346,6,5,3,3,17,865,4284,126,5,-0.9921,1.0545,0.0209,-23,-42,276.2
2346,11,29,21,15,59,866,4290,131,5,0.7756,1.4517,0.418,22,41,302.1
2347,5,25,12,53,35,868,4296,136,7,-0.1916,2.4966,1.5159,-21,170,330
2347,11,19,2,4,59,870,4302,141,8,0.0825,2.7489,1.6651,19,-31,370.8
2348,5,14,4,21,14,871,4308,146,5,0.5425,1.8368,0.8878,-18,-62,298
2348,11,7,1,44,25,873,4314,151,5,-0.6202,1.7674,0.6733,16,-26,347.2
2349,4,4,11,49,55,874,4319,118,1,-1.3547,0.3665,-0.6222,-7,-173,162.7
2349,5,3,21,7,25,875,4320,156,1,1.2602,0.5254,-0.4348,-15,46,186.8
2349,9,27,14,12,31,876,4325,123,1,1.4935,0.1259,-0.8907,3,148,101.4
2349,10,27,3,30,27,876,4326,161,1,-1.2963,0.5069,-0.5476,11,-53,203.8
2350,3,24,21,42,58,878,4331,128,5,-0.6865,1.6222,0.5747,-2,39,320.9
2350,9,17,2,54,54,879,4337,133,5,0.7087,1.5396,0.5752,-2,-41,288.1
2351,3,14,0,12,41,881,4343,138,8,0.0207,2.8665,1.7744,3,3,376.3
2351,9,6,19,32,42,883,4349,143,7,-0.0188,2.7969,1.8495,-6,70,317.7
2352,3,1,23,39,18,884,4355,148,5,0.7155,1.5898,0.5013,8,12,333.1
2352,8,26,11,26,40,886,4361,153,5,-0.766,1.4394,0.4651,-11,-167,286.8
2353,1,20,13,54,28,887,4366,120,1,-1.4453,0.2132,-0.8012,19,157,128
2353,2,19,3,33,51,888,4367,158,1,1.3686,0.3676,-0.6738,13,-46,171.7
2353,7,17,9,35,20,889,4372,125,1,1.1652,0.7444,-0.3043,-20,-138,244.7
2354,1,10,3,35,57,891,4378,130,5,-0.7321,1.502,0.5271,21,-49,283.2
2354,7,6,10,53,56,892,4384,135,6,0.4214,2.1198,1.0501,-22,-158,361.2
2354,12,30,19,17,27,894,4390,140,7,-0.0685,2.7214,1.743,23,75,322.5
2355,6,25,12,46,19,895,4396,145,6,-0.3479,2.2409,1.1986,-24,173,352.7
2355,12,20,8,16,43,897,4402,150,5,0.6355,1.7033,0.6805,24,-121,312.4
2356,5,15,12,14,44,899,4407,117,1,1.5017,0.0871,-0.8824,-18,180,80.3
2356,6,13,21,9,23,899,4408,155,1,-1.0858,0.8601,-0.1291,-24,46,241.4
2356,12,8,14,40,36,900,4414,160,1,1.3857,0.3546,-0.7232,24,141,176
2357,5,5,4,27,44,902,4419,127,5,0.7646,1.4292,0.4802,-15,-64,275.9
2357,10,28,20,41,13,904,4425,132,5,-0.9009,1.2478,0.1625,13,50,307.4
2358,4,24,20,41,46,905,4431,137,8,0.0542,2.7449,1.772,-13,53,326.7
2358,10,18,0,19,34,907,4437,142,7,-0.1509,2.599,1.5634,9,-5,350.7
2359,4,14,8,20,6,909,4443,147,5,-0.7077,1.5737,0.5452,-10,-121,312.4
2359,10,7,11,23,43,910,4449,152,5,0.5791,1.7845,0.8059,6,-170,304.7
2360,3,3,18,54,38,912,4454,119,1,1.4964,0.1618,-0.9366,8,84,124.5
2360,4,2,12,35,50,912,4455,157,1,-1.4797,0.1831,-0.897,-6,175,130.4
2360,8,27,19,41,56,913,4460,124,1,-1.2741,0.4947,-0.4551,-11,69,180.3
2360,9,26,3,19,54,914,4461,162,1,1.2602,0.5211,-0.4303,2,-49,183.7
2361,2,20,18,53,7,915,4466,129,5,0.7931,1.4428,0.3633,11,84,318.7
2361,8,17,10,38,41,917,4472,134,5,-0.574,1.7981,0.8112,-14,-154,312.1
2362,2,10,0,47,27,918,4478,139,8,0.0599,2.7611,1.7352,15,-5,343.5
2362,8,6,19,27,11,920,4484,144,8,0.1948,2.5207,1.4807,-16,74,357.5
2363,1,30,13,27,21,922,4490,149,5,-0.6231,1.7045,0.7245,17,165,296.4
2363,7,26,21,36,2,923,4496,154,5,0.9748,1.1044,0.0346,-19,41,294.5
2363,12,21,18,8,30,925,4501,121,1,1.4179,0.2498,-0.7376,25,91,133.8
2364,1,20,5,7,5,925,4502,159,1,-1.2715,0.5114,-0.4618,19,-71,183.4
2364,6,15,9,57,15,926,4507,126,1,-1.0645,0.9192,-0.1097,-24,-145,260.4
2364,12,10,5,36,17,928,4513,131,5,0.7898,1.4281,0.3895,24,-82,301.8
2365,6,4,20,18,36,930,4519,136,7,-0.2581,2.3722,1.3963,-23,59,326.5
2365,11,29,9,57,7,931,4525,141,8,0.1031,2.7133,1.6251,22,-148,371.8
2366,5,25,12,5,8,933,4531,146,6,0.4817,1.9469,1.0007,-20,-178,302
2366,11,18,9,23,6,935,4537,151,5,-0.5917,1.8207,0.7245,19,-141,350
2367,4,15,19,48,55,936,4542,118,1,-1.3977,0.2876,-0.701,-11,66,145.6
2367,5,15,4,53,36,937,4543,156,1,1.2082,0.6207,-0.339,-18,-70,201.5
2367,10,8,21,52,39,938,4548,123,1,1.5336,0.0521,-0.9642,7,32,65.4
2367,11,7,11,20,25,938,4549,161,1,-1.263,0.5678,-0.4867,15,-170,213.8
2368,4,4,5,25,31,940,4554,128,5,-0.7261,1.5496,0.5021,-6,-77,317.3
2368,9,27,10,47,20,941,4560,133,5,0.7571,1.4511,0.4862,3,-160,282.1
2369,3,24,7,44,15,943,4566,138,7,-0.0135,2.8786,1.7885,-1,-111,376.4
2369,9,17,3,22,9,945,4572,143,8,0.0374,2.7643,1.8139,-2,-48,318.1
2370,3,13,7,22,52,946,4578,148,5,0.6883,1.6373,0.5534,4,-104,335.2
2370,9,6,18,57,22,948,4584,153,5,-0.7056,1.5529,0.5736,-7,80,295
2371,1,31,22,31,48,950,4589,120,1,-1.4466,0.2089,-0.8019,16,29,126.3
2371,3,2,11,47,4,950,4590,158,1,1.3489,0.401,-0.635,9,-169,178
2371,7,28,16,11,29,951,4595,125,1,1.2511,0.5884,-0.4635,-18,123,221.7
2371,8,27,5,10,45,952,4596,163,2,-1.5155,0.0931,-0.9387,-12,-73,89.7
2372,1,21,12,27,44,953,4601,130,5,-0.7353,1.4953,0.5218,19,180,282.4
2372,7,16,17,18,29,955,4607,135,5,0.5095,1.9581,0.8887,-21,106,354.5
2373,1,10,4,7,33,956,4613,140,7,-0.0728,2.7144,1.7343,22,-56,323
2373,7,5,19,28,57,958,4619,145,7,-0.2642,2.3928,1.354,-23,73,355.1
2373,12,30,16,50,27,960,4625,150,5,0.6322,1.7113,0.6848,24,112,314
2374,6,25,4,21,36,962,4631,155,5,-1.009,0.9989,0.014,-24,-61,255.3
2374,12,19,22,47,53,963,4637,160,1,1.3775,0.3715,-0.7103,25,21,180.5
2375,5,16,12,17,12,965,4642,127,5,0.8213,1.324,0.3774,-18,179,268.7
2375,11,9,4,16,34,966,4648,132,5,-0.933,1.1898,0.103,16,-64,301.8
2376,5,5,4,29,55,968,4654,137,8,0.1074,2.6471,1.6744,-16,-64,326.9
2376,10,28,8,9,0,970,4660,142,7,-0.1871,2.5326,1.4971,13,-122,348.7
2377,4,24,15,54,42,972,4666,147,5,-0.6611,1.6595,0.6307,-14,125,318.5
2377,10,17,19,26,8,973,4672,152,5,0.5368,1.8623,0.8833,10,69,307.4
2378,3,15,2,32,23,975,4677,119,1,1.5246,0.1087,-0.9871,4,-31,102.5
2378,4,13,19,55,16,975,4678,157,1,-1.4366,0.2615,-0.817,-10,65,154.9
2378,9,8,3,23,53,976,4683,124,1,-1.3354,0.384,-0.5691,-7,-47,160.9
2378,10,7,11,22,21,977,4684,162,1,1.2148,0.6057,-0.3484,7,-170,196.5
2379,3,4,2,48,34,978,4689,129,5,0.812,1.4056,0.331,7,-35,314.8
2379,8,28,17,58,9,980,4695,134,5,-0.6445,1.6712,0.6792,-10,95,307.1
2380,2,21,9,11,43,982,4701,139,8,0.0725,2.7355,1.7144,11,-131,341.9
2380,8,17,2,16,10,983,4707,144,8,0.1172,2.6655,1.6209,-13,-29,360.8
2381,2,9,22,11,31,985,4713,149,5,-0.6131,1.7214,0.7442,14,34,296.6
2381,8,6,4,4,39,987,4719,154,5,0.8908,1.2594,0.1881,-16,-56,309.5
2382,1,1,2,54,7,988,4724,121,1,1.4262,0.2361,-0.7541,24,-39,130.5
2382,1,30,13,57,10,989,4725,159,1,-1.2668,0.52,-0.4533,16,157,185
2382,6,26,16,49,14,990,4730,126,1,-1.1391,0.7802,-0.2444,-24,113,242.3
2382,12,21,14,0,40,992,4736,131,5,0.8002,1.4114,0.3684,24,153,301.8
2383,6,16,3,39,21,994,4742,136,6,-0.3291,2.2398,1.2682,-24,-50,322.2
2383,12,10,17,55,40,995,4748,141,8,0.1179,2.6881,1.5961,23,93,372.6
2384,6,4,19,42,6,997,4754,146,6,0.4149,2.0683,1.1244,-22,68,305.7
2384,11,28,17,11,3,999,4760,151,5,-0.5705,1.8604,0.7626,21,103,351.9
2385,4,26,3,39,11,1000,4765,118,1,-1.4471,0.1969,-0.7917,-15,-51,121.8
2385,5,25,12,32,57,1001,4766,156,1,1.151,0.7256,-0.234,-20,175,216.1
2385,11,17,19,18,57,1002,4772,161,1,-1.2358,0.6177,-0.4366,18,71,221.3
2386,4,15,12,59,59,1004,4777,128,5,-0.7715,1.4663,0.4189,-11,169,312.6
2386,10,8,18,46,46,1006,4783,133,5,0.8002,1.3725,0.4066,7,79,276.4
2387,4,4,15,7,51,1007,4789,138,7,-0.0541,2.8029,1.7153,-6,138,376.2
2387,9,28,11,16,56,1009,4795,143,8,0.089,2.6712,1.7176,2,-167,318.1
2388,3,23,15,0,16,1011,4801,148,5,0.6554,1.6951,0.6163,-1,141,337.6
2388,9,17,2,33,17,1013,4807,153,5,-0.6501,1.6574,0.6727,-3,-35,302.2
2389,2,11,7,6,6,1014,4812,120,1,-1.451,0.1989,-0.8078,13,-99,122.9
2389,3,12,19,54,34,1014,4813,158,1,1.3239,0.4441,-0.5863,4,68,185.8
2389,8,7,22,50,34,1016,4818,125,1,1.3334,0.4392,-0.6162,-15,23,194.9
2389,9,6,12,15,3,1016,4819,163,1,-1.4545,0.2079,-0.8294,-8,-179,133.3
2390,1,31,21,17,34,1018,4824,130,5,-0.7404,1.4853,0.5133,17,48,281.5
2390,7,27,23,44,46,1019,4830,135,5,0.5961,1.7992,0.7298,-18,10,346.7
2391,1,21,12,56,41,1021,4836,140,7,-0.0775,2.7063,1.7249,20,173,323.6
2391,7,17,2,12,50,1023,4842,145,7,-0.1807,2.5444,1.5086,-21,-27,356.4
2392,1,11,1,23,56,1025,4848,150,5,0.6291,1.7186,0.6889,23,-15,315.6
2392,7,5,11,33,11,1026,4854,155,5,-0.9306,1.141,0.1598,-24,-168,267.6
2392,12,30,6,57,20,1028,4860,160,1,1.3717,0.3838,-0.7011,24,-100,183.8
2393,5,26,20,0,14,1030,4865,127,5,0.8834,1.2091,0.2643,-20,64,260.2
2393,11,19,12,0,29,1031,4871,132,5,-0.9583,1.1439,0.056,19,-179,297
2394,5,16,12,10,0,1033,4877,137,8,0.1667,2.5384,1.5656,-19,-179,326.6
2394,11,8,16,8,9,1035,4883,142,7,-0.2159,2.4796,1.4443,16,118,346.8
2395,5,5,23,17,48,1037,4889,147,5,-0.6059,1.7608,0.7316,-17,14,325
2395,10,29,3,37,44,1039,4895,152,5,0.5017,1.927,0.9474,14,-54,309.4
2396,3,25,10,1,24,1040,4900,119,3,1.5593,0.0434,-1.0492,-1,-144,65.1
2396,4,24,3,3,43,1040,4901,157,1,-1.3852,0.3549,-0.7219,-14,-43,179.1
2396,9,18,11,11,24,1042,4906,124,1,-1.3918,0.2825,-0.6746,-3,-164,139.6
2396,10,17,19,32,43,1042,4907,162,1,1.176,0.6783,-0.2786,11,67,206.6
2397,3,14,10,38,4,1044,4912,129,5,0.8363,1.3584,0.2891,3,-153,310
2397,9,8,1,22,3,1045,4918,134,5,-0.7104,1.5531,0.5556,-6,-16,301.7
2398,3,3,17,32,53,1047,4924,139,8,0.0885,2.7036,1.6877,7,104,340.2
2398,8,28,9,6,27,1049,4930,144,8,0.0414,2.8069,1.7575,-10,-132,363.3
2399,2,21,6,53,33,1051,4936,149,5,-0.6013,1.7416,0.7675,10,-96,297
2399,8,17,10,35,26,1053,4942,154,5,0.808,1.4121,0.3391,-13,-154,322.3
2400,1,12,11,40,47,1054,4947,121,1,1.433,0.2247,-0.7678,23,-169,127.8
2400,2,10,22,44,27,1054,4948,159,1,-1.2606,0.5313,-0.4417,13,26,187
2400,7,6,23,41,22,1056,4953,126,1,-1.214,0.6409,-0.3798,-24,11,221.8
2400,8,5,12,1,19,1056,4954,164,2,1.5295,0.0755,-0.9722,-15,-175,82.8
2400,12,31,22,26,34,1058,4959,131,5,0.8085,1.398,0.3512,24,29,301.9
2401,6,26,10,59,50,1059,4965,136,6,-0.4007,2.1066,1.1387,-24,-160,317.2
2401,12,21,1,56,7,1061,4971,141,8,0.1306,2.6663,1.5711,24,-25,373.3
2402,6,16,3,16,59,1063,4977,146,6,0.3462,2.1934,1.2513,-23,-44,309.1
2402,12,10,1,4,27,1065,4983,151,5,-0.5534,1.8923,0.7935,22,-14,353.2
2403,5,7,11,19,39,1066,4988,118,1,-1.5036,0.0934,-0.8955,-18,-167,85
2403,6,5,20,5,8,1067,4989,156,1,1.0884,0.8406,-0.1195,-21,63,230.4
2403,11,29,3,25,44,1068,4995,161,1,-1.2145,0.6565,-0.3973,20,-50,226.6
2404,4,25,20,22,55,1070,5000,128,5,-0.8255,1.367,0.3197,-14,58,306.1
2404,10,19,2,55,17,1072,5006,133,5,0.8362,1.307,0.34,11,-43,271.4
2405,4,14,22,20,34,1074,5012,138,7,-0.1033,2.7113,1.6262,-10,29,375.5
2405,10,8,19,19,56,1075,5018,143,8,0.1336,2.5913,1.6341,6,71,318.1
2406,4,3,22,29,30,1077,5024,148,5,0.6153,1.7659,0.6924,-5,28,340.4
2406,9,28,10,14,2,1079,5030,153,5,-0.5994,1.7532,0.7629,2,-151,308.4
2407,2,22,15,37,8,1081,5035,120,1,-1.4584,0.1829,-0.8192,9,133,117.6
2407,3,24,3,55,49,1081,5036,158,1,1.2931,0.4974,-0.5268,0,-53,194.8
2407,8,19,5,30,19,1082,5041,125,1,1.4137,0.2939,-0.7656,-12,-77,162.1
2407,9,17,19,23,23,1083,5042,163,1,-1.3973,0.3159,-0.7273,-3,73,163.4
2408,2,12,6,4,35,1084,5047,130,5,-0.7479,1.4704,0.5006,13,-83,280.2
2408,8,7,6,12,58,1086,5053,135,5,0.6809,1.6438,0.574,-16,-87,337.6
2409,1,31,21,44,38,1088,5059,140,7,-0.0827,2.6972,1.715,17,42,324.2
2409,7,27,8,59,5,1090,5065,145,7,-0.0983,2.6943,1.6613,-19,-128,356.7
2410,1,21,9,56,47,1091,5071,150,5,0.6263,1.725,0.6926,20,-142,317
2410,7,16,18,45,58,1093,5077,155,5,-0.8523,1.2829,0.305,-22,85,278.2
2411,1,10,15,8,15,1095,5083,160,1,1.3675,0.3928,-0.6946,23,139,186.2
2411,6,7,3,37,47,1097,5088,127,5,0.9498,1.0866,0.1431,-22,-50,250
2411,7,6,10,22,42,1097,5089,165,2,-1.5404,0.0027,-0.9404,-24,-150,14
2411,11,30,19,52,22,1098,5094,132,5,-0.9774,1.1091,0.0205,21,64,293.1
2412,5,26,19,43,25,1100,5100,137,8,0.2306,2.4214,1.4479,-21,68,325.8
2412,11,19,0,15,25,1102,5106,142,7,-0.2386,2.4377,1.403,19,-3,345
2413,5,16,6,33,36,1104,5112,147,5,-0.5457,1.8718,0.8419,-20,-95,331.5
2413,11,8,11,57,24,1106,5118,152,5,0.4733,1.9794,0.9993,17,-179,310.7
2414,5,5,10,4,13,1108,5124,157,1,-1.3275,0.46,-0.6152,-17,-148,202.2
2414,9,29,19,4,37,1109,5129,124,1,-1.4432,0.1902,-0.771,1,77,115.8
2414,10,29,3,49,51,1109,5130,162,1,1.143,0.7403,-0.2195,14,-57,214.7
2415,3,25,18,20,36,1111,5135,129,5,0.8667,1.2996,0.236,-1,91,304
2415,9,19,8,51,6,1113,5141,134,5,-0.7713,1.4444,0.441,-2,-129,296.1
2416,3,14,1,45,55,1115,5147,139,8,0.1118,2.6579,1.6477,3,-20,338.3
2416,9,7,16,2,33,1117,5153,144,7,-0.0288,2.8326,1.778,-6,124,364.9
2417,3,3,15,29,2,1118,5159,149,5,-0.5837,1.7721,0.8015,6,135,297.8
2417,8,27,17,11,33,1120,5165,154,5,0.7295,1.5573,0.4822,-9,107,333
2418,1,22,20,25,46,1122,5170,121,1,1.441,0.2109,-0.7835,21,61,124.3
2418,2,21,7,26,24,1122,5171,159,1,-1.2504,0.5496,-0.4228,9,-104,190
2418,7,18,6,34,23,1124,5176,126,1,-1.2887,0.502,-0.5153,-22,-92,198.1
2418,8,16,18,46,36,1124,5177,164,1,1.4488,0.223,-0.8236,-12,84,140
2419,1,12,6,53,23,1126,5182,131,5,0.8154,1.3869,0.3369,22,-97,302.2
2419,7,7,18,17,23,1127,5188,136,6,-0.4754,1.9679,1.0032,-23,92,311.4
2420,1,1,10,0,56,1129,5194,141,8,0.1394,2.6514,1.5539,23,-145,374
2420,6,26,10,47,40,1131,5200,146,6,0.2737,2.3259,1.3849,-23,-156,311.9
