Year,Month,Day,Hour,Minute,Second,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth
1695,6,11,16,44,24,8,-3767,132,1,-0.5077,0.9545,-7.4,-72.2,59,2
1695,12,6,7,23,18,8,-3761,137,14,0.728,1.0128,24.3,67.9,43,181
1696,5,1,11,15,19,8,-3756,104,11,1.4286,0.2078,70.2,-129.8,0,38
1696,5,30,21,41,23,8,-3755,142,11,-1.2406,0.5534,-67.8,-138.7,0,353
1696,10,26,1,17,7,8,-3750,109,11,-1.4361,0.2172,-70.9,25.9,0,133
1696,11,24,17,10,41,8,-3749,147,11,1.4822,0.1318,68.4,-65.6,0,194
1697,4,21,1,49,22,8,-3744,114,14,0.6559,1.0602,51.4,136.9,49,157
1697,10,15,1,33,41,8,-3738,119,1,-0.7603,0.9236,-55.5,131.2,40,29
1698,4,10,18,34,26,8,-3732,124,17,-0.0599,1.0613,5.1,-97.3,87,344
1698,10,4,2,31,25,8,-3726,129,1,-0.0305,0.9573,-6.2,138.8,88,17
1699,3,31,8,48,45,8,-3720,134,7,-0.8089,1.0065,-46.8,69.7,36,334
1699,9,23,10,16,12,8,-3714,139,7,0.6999,1.0095,41.8,40.7,45,204
1700,2,18,23,49,35,8,-3709,106,11,1.3451,0.3744,71.2,132.4,0,128
1700,8,14,16,59,6,8,-3703,111,11,-1.1668,0.7,-70.6,-117.5,0,42
1700,9,13,0,34,18,8,-3702,149,11,1.3749,0.2996,71.9,-87.6,0,283
1701,2,7,23,4,53,8,-3697,116,1,0.6663,0.9219,25.9,-171.7,48,167
1701,8,4,9,31,44,8,-3691,121,14,-0.4559,1.0521,-9.4,33.7,63,10
1702,1,28,1,37,10,8,-3685,126,1,-0.0484,0.9636,-21.2,159.6,87,351
1702,7,24,21,38,51,8,-3679,131,7,0.316,1.0001,38.4,-140.4,71,188
1703,1,17,11,24,25,8,-3673,136,8,-0.7345,1.012,-67.9,22.2,42,347
1703,7,14,2,36,34,9,-3667,141,11,1.1206,0.758,67.9,-46.3,0,352
1703,12,8,15,41,30,9,-3662,108,11,1.3086,0.4281,64.6,-29.5,0,205
1704,1,7,2,14,51,9,-3661,146,11,-1.3669,0.3177,-67.4,-35.5,0,183
1704,6,2,13,2,36,9,-3656,113,1,-0.9561,0.9542,-49.1,3.4,16,341
1704,11,27,5,33,52,9,-3650,118,1,0.6716,0.9999,19.7,104.9,48,196
1705,5,22,19,55,6,9,-3644,123,10,-0.1525,1.0147,12.2,-117,81,343
1705,11,16,13,23,6,9,-3638,128,1,-0.0271,0.9514,-20.4,-25,88,19
1706,5,12,9,35,9,9,-3632,133,14,0.5984,1.0591,51.5,15.2,53,147
1706,11,5,14,23,57,9,-3626,138,1,-0.7407,0.9195,-57,-72.6,42,44
1707,4,2,18,12,25,9,-3621,105,11,-1.2661,0.5082,-61.1,-11.1,0,280
1707,5,2,2,28,17,9,-3620,143,11,1.3047,0.4339,62.2,21.4,0,56
1707,9,25,23,5,5,9,-3615,110,11,1.4641,0.1603,61.1,-80,0,268
1707,10,25,14,17,22,9,-3614,148,11,-1.4161,0.2528,-61.6,-151.3,0,116
1708,3,22,6,51,37,9,-3609,115,1,-0.5879,0.9913,-30.4,98.3,54,326
1708,9,14,9,0,22,9,-3603,120,14,0.6685,1.0281,39.2,68.3,48,218
1709,3,11,12,18,35,9,-3597,125,4,0.1394,0.9422,3.4,-5.9,82,151
1709,9,4,0,32,26,9,-3591,130,14,-0.0725,1.0703,3.7,169.7,86,28
1710,2,28,12,7,29,9,-3585,135,1,0.8509,0.9194,42.5,-31.2,31,141
1710,8,24,17,17,16,9,-3579,140,14,-0.8031,1.0519,-36.5,-105.1,36,33
1711,1,18,22,23,38,9,-3574,107,11,-1.3796,0.3075,-63.5,-14.4,0,218
1711,2,17,13,30,15,9,-3573,145,11,1.5077,0.0919,61.6,-85.4,0,116
1711,7,15,19,22,11,9,-3568,112,11,1.0894,0.8216,63.9,34.6,0,327
1712,1,8,9,58,39,9,-3562,117,14,-0.6406,1.0258,-60.6,49.2,50,335
1712,7,3,22,34,57,9,-3556,122,1,0.3433,0.9503,42.8,-152.7,70,194
1712,12,28,1,24,55,9,-3550,127,14,0.0346,1.0466,-21.5,159,88,171
1713,6,22,23,15,39,9,-3544,132,1,-0.4216,0.9576,-1.3,-171.2,65,6
1713,12,17,16,4,20,9,-3538,137,7,0.7249,1.0094,23.1,-64.8,43,176
1714,5,13,18,39,35,10,-3533,104,13,1.4856,0.1007,69.4,106.9,0,26
1714,6,12,4,40,1,10,-3532,142,11,-1.161,0.6976,-66.8,105.8,0,4
1714,11,7,9,4,34,10,-3527,109,11,-1.463,0.173,-70.1,-103.9,0,145
1714,12,7,1,27,9,10,-3526,147,11,1.4772,0.142,67.4,159,0,183
1715,5,3,9,36,30,10,-3521,114,14,0.7112,1.0632,59.4,17.9,44,157
1715,10,27,9,2,48,10,-3515,119,1,-0.7939,0.9206,-62.5,15.5,37,31
1716,4,22,2,28,33,10,-3509,124,14,-0.0091,1.0625,11.8,142.6,90,343
1716,10,15,10,7,39,10,-3503,129,1,-0.0687,0.957,-12.5,23.5,86,16
1717,4,11,16,34,40,10,-3497,134,7,-0.766,1.0072,-39.5,-52.1,40,339
1717,10,4,18,8,27,10,-3491,139,7,0.6563,1.0104,34.6,-81.1,49,201
1718,3,2,7,31,37,10,-3486,106,11,1.3723,0.3285,71.8,3.2,0,114
1718,8,26,0,41,45,10,-3480,111,11,-1.2267,0.5837,-71.2,113.7,0,55
1718,9,24,8,34,20,10,-3479,149,11,1.3282,0.3889,72,138.3,0,269
1719,2,19,6,52,57,10,-3474,116,1,0.6856,0.925,30.5,68.6,47,163
1719,8,15,16,59,51,10,-3468,121,14,-0.5243,1.0466,-16.8,-81.1,58,13
1720,2,8,9,52,31,10,-3462,126,1,-0.0375,0.9681,-17.4,36.1,88,348
1720,8,4,4,38,15,10,-3456,131,1,0.2409,0.9957,31.1,114.8,76,192
1721,1,27,20,5,11,10,-3450,136,14,-0.7269,1.0158,-64,-102.4,43,340
1721,7,24,9,6,55,10,-3444,141,11,1.0382,0.899,68.9,-155.2,0,341
1721,12,19,0,31,51,10,-3439,108,11,1.3144,0.4172,65.7,-172,0,195
1722,1,17,11,7,10,10,-3438,146,11,-1.3629,0.3251,-68.5,-179.9,0,195
1722,6,13,19,40,19,10,-3433,113,11,-1.0364,0.9083,-65.2,-93.5,0,340
1722,12,8,14,7,35,10,-3427,118,1,0.6808,0.9955,19.5,-25.4,47,191
1723,6,3,3,5,13,10,-3421,123,14,-0.2251,1.0196,9.6,136.1,77,347
1723,11,27,21,28,16,10,-3415,128,1,-0.0125,0.9471,-22,-145.2,89,14
1724,5,22,17,10,9,10,-3409,133,14,0.5318,1.064,50.8,-92.9,58,154
1724,11,15,22,7,38,10,-3403,138,1,-0.7183,0.9174,-59.9,175,44,40
1725,4,13,2,11,23,10,-3398,105,11,-1.3132,0.4193,-61.4,-139.6,0,289
1725,5,12,10,12,19,10,-3397,143,11,1.2472,0.5447,62.8,-103.7,0,47
1725,10,6,6,39,42,10,-3392,110,11,1.5029,0.0923,61.2,157.7,0,259
1725,11,4,22,2,52,10,-3391,148,11,-1.3861,0.3038,-62.1,83.5,0,125
1726,4,2,14,38,16,10,-3386,115,1,-0.6313,0.9906,-29.2,-18.3,51,327
1726,9,25,16,51,45,10,-3380,120,14,0.7134,1.0273,38,-49,44,218
1727,3,22,19,47,55,10,-3374,125,1,0.0996,0.9432,5.7,-118,84,151
1727,9,15,8,27,31,10,-3368,130,14,-0.0202,1.0681,2.2,51.4,89,29
1728,3,10,19,38,56,10,-3362,135,1,0.8172,0.9233,42.8,-144.6,35,139
1728,9,4,0,59,22,10,-3356,140,14,-0.7466,1.0484,-35,139.6,41,34
1729,1,29,6,48,43,10,-3351,107,11,-1.3838,0.2993,-62.8,-149.9,0,228
1729,2,27,21,27,2,10,-3350,145,11,1.4817,0.1347,61.2,146.6,0,107
1729,7,26,2,10,40,11,-3345,112,11,1.1718,0.6746,63.1,-76.9,0,318
1729,8,24,13,48,31,11,-3344,150,12,-1.543,0.0067,-61.7,-95.2,0,66
1730,1,18,18,45,15,11,-3339,117,14,-0.644,1.0285,-57.8,-77.4,50,329
1730,7,15,4,59,9,11,-3333,122,1,0.4325,0.9484,46.3,115.9,64,200
1731,1,8,10,17,44,11,-3327,127,17,0.0313,1.0464,-20.7,27,88,166
1731,7,4,5,46,25,11,-3321,132,1,-0.3341,0.9602,3.8,90.8,71,10
1731,12,29,0,46,53,11,-3315,137,7,0.7234,1.0065,22.7,162.2,44,171
1732,6,22,11,38,48,11,-3309,142,11,-1.08,0.8457,-65.8,-9.3,0,14
1732,11,17,16,58,51,11,-3304,109,11,-1.4841,0.1389,-69.2,125.3,0,158
1732,12,17,9,46,57,11,-3303,147,11,1.4751,0.147,66.3,23.4,0,172
1733,5,13,17,18,29,11,-3298,114,14,0.7712,1.0656,67.9,-99.5,39,157
1733,11,6,16,40,15,11,-3292,119,1,-0.8208,0.9179,-69,-101.2,34,32
1734,5,3,10,15,56,11,-3286,124,14,0.0472,1.0635,18.4,24.6,87,168
1734,10,26,17,53,28,11,-3280,129,1,-0.0996,0.9567,-18.2,-93.8,84,14
1735,4,23,0,11,36,11,-3274,134,7,-0.7164,1.0077,-32.2,-171,44,343
1735,10,16,2,10,34,11,-3268,139,7,0.6202,1.011,28.3,155.2,51,198
1736,3,12,15,5,55,11,-3263,106,11,1.4049,0.2733,72.1,-124.5,0,100
1736,4,11,7,18,7,11,-3262,144,12,-1.5166,0.0748,-71.5,134.3,0,298
1736,9,5,8,30,26,11,-3257,111,11,-1.2817,0.4775,-71.7,-17.1,0,68
1736,10,4,16,41,34,11,-3256,149,11,1.2874,0.467,71.9,2.4,0,255
1737,3,1,14,35,17,11,-3251,116,1,0.7099,0.9283,36,-50.1,45,160
1737,8,26,0,32,8,11,-3245,121,14,-0.5886,1.0407,-24.4,162.5,54,17
1738,2,18,18,2,31,11,-3239,126,1,-0.0211,0.9732,-12.8,-86.7,89,346
1738,8,15,11,40,12,11,-3233,131,1,0.1688,0.9907,23.7,8.4,80,194
1739,2,8,4,41,13,11,-3227,136,14,-0.7149,1.0203,-59.2,131,44,336
1739,8,4,15,40,56,11,-3221,141,1,0.9588,0.9408,79.9,42.9,16,280
1739,12,30,9,22,3,12,-3216,108,11,1.3203,0.4062,66.7,45.1,0,184
1740,1,28,19,54,59,12,-3215,146,11,-1.3555,0.3387,-69.5,36.2,0,207
1740,6,24,2,18,54,12,-3210,113,11,-1.1163,0.7697,-66.2,156.7,0,350
1740,12,18,22,43,17,12,-3204,118,1,0.6876,0.9917,19.9,-156.4,46,187
1741,6,13,10,12,48,12,-3198,123,14,-0.3007,1.0239,6,29.4,73,352
1741,12,8,5,38,0,12,-3192,128,1,-0.0024,0.9434,-23,93.6,90,6
1742,6,3,0,39,57,12,-3186,133,14,0.4607,1.0683,49,160.2,62,161
1742,11,27,5,58,59,12,-3180,138,1,-0.7019,0.9156,-62.6,62.2,45,34
1743,4,24,10,0,10,12,-3175,105,11,-1.3682,0.3152,-61.8,94.4,0,298
1743,5,23,17,48,55,12,-3174,143,11,1.1838,0.6672,63.5,132.9,0,38
1743,10,17,14,25,42,12,-3169,110,13,1.5334,0.0387,61.5,32.5,0,250
1743,11,16,5,58,25,12,-3168,148,11,-1.3634,0.3424,-62.8,-44.4,0,135
1744,4,12,22,15,24,12,-3163,115,1,-0.6819,0.9895,-29.1,-132.6,47,329
1744,10,6,0,51,24,12,-3157,120,14,0.7521,1.0263,37,-169.1,41,216
1745,4,2,3,9,18,12,-3151,125,1,0.0536,0.9444,7.7,132.2,87,152
1745,9,25,16,28,56,12,-3145,130,17,0.0269,1.0655,0.3,-68.6,88,209
1746,3,22,3,2,49,12,-3139,135,1,0.7771,0.9277,43.5,104.7,39,138
1746,9,15,8,46,37,12,-3133,140,14,-0.6948,1.0441,-34.9,23,46,36
1747,2,9,15,11,18,12,-3128,107,11,-1.3908,0.286,-62.1,75.5,0,237
1747,3,11,5,18,8,12,-3127,145,11,1.4504,0.1872,61,20.2,0,98
1747,8,6,9,1,21,12,-3122,112,11,1.2512,0.5339,62.4,171.3,0,309
1747,9,4,21,7,57,12,-3121,150,11,-1.488,0.1086,-61.4,146.1,0,75
1748,1,30,3,29,13,13,-3116,117,14,-0.6501,1.0316,-54.4,154.8,49,324
1748,7,25,11,27,2,13,-3110,122,1,0.5183,0.9461,48.7,24.5,59,207
1749,1,18,19,8,56,13,-3104,127,14,0.0264,1.0465,-19.1,-104.9,89,161
1749,7,14,12,19,20,13,-3098,132,1,-0.2476,0.9623,7.8,-7.2,76,14
1750,1,8,9,28,43,13,-3092,137,7,0.7217,1.0041,23,29.3,44,167
1750,7,3,18,38,52,13,-3086,142,11,-0.9985,0.9956,-64.8,-124.3,0,23
1750,11,29,0,58,14,13,-3081,109,11,-1.5004,0.1129,-68.2,-6.2,0,170
1750,12,28,18,6,51,13,-3080,147,11,1.4737,0.1506,65.3,-111.8,0,161
1751,5,25,0,55,16,13,-3075,114,14,0.8359,1.067,77,144.7,33,157
1751,11,18,0,26,0,13,-3069,119,1,-0.8411,0.9159,-74.9,142.8,32,31
1752,5,13,17,56,29,13,-3063,124,14,0.109,1.0637,24.9,-91.1,84,171
1752,11,6,1,48,14,13,-3057,129,1,-0.1239,0.9567,-23.2,147.4,83,12
1753,5,3,7,39,40,13,-3051,134,7,-0.6601,1.0079,-24.9,73,49,347
1753,10,26,10,22,1,13,-3045,139,7,0.591,1.0115,22.7,29.7,54,195
1754,3,23,22,28,59,13,-3040,106,11,1.4463,0.2032,72.1,110.6,0,86
1754,4,22,14,25,57,13,-3039,144,11,-1.4631,0.1669,-71,14,0,311
1754,9,16,16,25,41,14,-3034,111,11,-1.3314,0.3821,-71.9,-149.9,0,82
1754,10,16,0,57,46,14,-3033,149,11,1.2535,0.5314,71.5,-135.5,0,241
1755,3,12,22,9,32,14,-3028,116,1,0.7413,0.9319,42.2,-167.4,42,156
1755,9,6,8,9,46,14,-3022,121,14,-0.6478,1.0342,-32.1,44.3,49,20
1756,3,1,2,7,9,14,-3016,126,1,0.0006,0.9787,-7.5,151.4,90,31
1756,8,25,18,46,17,14,-3010,131,4,0.1009,0.9853,16.1,-99.5,84,196
1757,2,18,13,14,12,14,-3004,136,14,-0.6999,1.0251,-53.8,2.9,45,335
1757,8,14,22,16,45,14,-2998,141,1,0.8807,0.9407,71.6,-113.5,28,224
1758,1,9,18,13,42,14,-2993,108,11,1.3251,0.3972,67.8,-98.7,0,173
1758,2,8,4,40,52,14,-2992,146,11,-1.3468,0.3549,-70.4,-107.8,0,220
1758,7,5,8,57,44,14,-2987,113,11,-1.1961,0.6302,-67.2,46.4,0,0
1758,12,30,7,20,12,14,-2981,118,1,0.6929,0.9885,20.8,72.2,46,182
1759,6,24,17,20,59,14,-2975,123,14,-0.3768,1.0275,1.4,-78.1,68,356
1759,12,19,13,50,5,14,-2969,128,1,0.0051,0.9404,-23.3,-28,90,193
1760,6,13,8,9,15,14,-2963,133,14,0.3883,1.0719,46,52.7,67,168
1760,12,7,13,53,44,15,-2957,138,1,-0.6881,0.9144,-64.7,-49.4,46,26
1761,5,4,17,43,11,15,-2952,105,11,-1.4274,0.2031,-62.4,-30.3,0,307
1761,6,3,1,22,38,15,-2951,143,11,1.1182,0.7939,64.4,9.9,0,29
1761,11,26,14,0,27,15,-2945,148,11,-1.3451,0.3732,-63.7,-174.2,0,144
1762,4,24,5,42,10,15,-2940,115,1,-0.7402,0.9881,-30.3,115.6,42,331
1762,10,17,9,0,34,15,-2934,120,14,0.7836,1.0253,36.2,67.6,38,214
1763,4,13,10,19,31,15,-2928,125,1,-0.001,0.9455,9,25.3,90,252
1763,10,7,0,39,4,15,-2922,130,14,0.0666,1.0627,-2,169.1,86,209
1764,4,1,10,17,15,15,-2916,135,1,0.7288,0.9323,44.2,-2.5,43,138
1764,9,25,16,41,43,15,-2910,140,14,-0.6502,1.0394,-36,-95.5,49,37
1765,2,19,23,28,38,15,-2905,107,11,-1.4028,0.2635,-61.6,-57.7,0,247
1765,3,21,13,1,45,15,-2904,145,11,1.412,0.2524,61,-104.3,0,89
1765,8,16,15,54,2,15,-2899,112,11,1.3279,0.3994,61.8,59.2,0,300
1765,9,15,4,32,34,15,-2898,150,11,-1.4378,0.2009,-61.1,26.2,0,84
1766,2,9,12,9,44,15,-2893,117,14,-0.6598,1.0352,-50.7,26.6,48,321
1766,8,5,17,56,58,15,-2887,122,1,0.6023,0.9433,50.2,-67,53,214
1767,1,30,3,56,55,15,-2881,127,14,0.019,1.0471,-16.8,123.9,89,157
1767,7,25,18,55,48,16,-2875,132,1,-0.163,0.9638,10.8,-105.5,81,18
1768,1,19,18,9,29,16,-2869,137,7,0.7195,1.0022,23.9,-103.2,44,162
1768,7,14,1,40,57,16,-2863,142,7,-0.9176,1.0055,-43,137.4,23,19
1768,12,9,9,1,39,16,-2858,109,11,-1.5129,0.0932,-67.1,-138.1,0,181
1769,1,8,2,26,42,16,-2857,147,11,1.4728,0.153,64.3,113.5,0,151
1769,6,4,8,28,34,16,-2852,114,14,0.9037,1.0671,87.3,26.2,25,153
1769,11,28,8,18,40,16,-2846,119,1,-0.8559,0.9144,-80,32,31,22
1770,5,25,1,30,12,16,-2840,124,14,0.176,1.0634,31.2,155.6,80,174
1770,11,17,9,51,53,16,-2834,129,1,-0.1416,0.9571,-27.3,27.1,82,9
1771,5,14,15,0,2,16,-2828,134,7,-0.598,1.0076,-17.8,-40.4,53,351
1771,11,6,18,41,2,16,-2822,139,7,0.5676,1.012,17.9,-97.3,55,192
1772,4,3,5,43,53,16,-2817,106,11,1.4935,0.1229,71.9,-12.3,0,72
1772,5,2,21,26,41,16,-2816,144,11,-1.4043,0.2683,-70.2,-104.1,0,323
1772,9,27,0,28,19,16,-2811,111,11,-1.3751,0.2988,-72,75.4,0,96
1772,10,26,9,21,18,16,-2810,149,11,1.2255,0.5846,70.9,85.1,0,228
1773,3,23,5,36,58,16,-2805,116,1,0.7785,0.9357,49.3,76.2,39,152
1773,9,16,15,52,23,16,-2799,121,14,-0.702,1.0275,-39.9,-75.5,45,23
1774,3,12,10,5,14,16,-2793,126,1,0.0284,0.9845,-1.7,30.8,88,162
1774,9,6,1,57,40,16,-2787,131,1,0.0385,0.9797,8.7,150.9,88,197
1775,3,1,21,39,20,16,-2781,136,14,-0.6783,1.0304,-47.9,-124.8,47,335
1775,8,26,4,59,40,16,-2775,141,1,0.8088,0.9391,61.3,132,36,213
1776,1,21,3,2,27,16,-2770,108,11,1.3318,0.3847,68.8,117.6,0,161
1776,2,19,13,20,11,16,-2769,146,11,-1.3334,0.38,-71.1,109.2,0,233
1776,7,15,15,39,29,17,-2764,113,11,-1.2739,0.4935,-68.2,-65.1,0,11
1776,8,14,5,22,56,17,-2763,151,12,1.5357,0.0435,70.6,-123.5,0,318
1777,1,9,15,55,35,17,-2758,118,1,0.6988,0.9859,22.4,-58.9,46,177
1777,7,5,0,29,29,17,-2752,123,14,-0.4531,1.0305,-4.2,173.7,63,0
1777,12,29,22,3,28,17,-2746,128,1,0.011,0.938,-22.7,-150,90,183
1778,6,24,15,34,56,17,-2740,133,14,0.3127,1.0746,41.8,-55,72,175
1778,12,18,21,53,54,17,-2734,138,1,-0.6788,0.9137,-65.8,-160.6,47,16
1779,5,16,1,17,39,17,-2729,105,13,-1.4928,0.0796,-63,-153.1,0,316
1779,6,14,8,51,28,17,-2728,143,11,1.0489,0.9276,65.3,-112.1,0,19
1779,12,7,22,8,56,17,-2722,148,11,-1.3315,0.3962,-64.6,54.2,0,154
1780,5,4,13,0,42,17,-2717,115,1,-0.8043,0.9861,-33.3,5.9,36,334
1780,10,27,17,18,27,17,-2711,120,14,0.8083,1.0244,35.6,-58.6,36,210
1781,4,23,17,21,26,17,-2705,125,1,-0.062,0.9467,9.7,-79.2,87,334
1781,10,17,8,55,59,17,-2699,130,14,0.1007,1.0596,-4.3,45.1,84,207
1782,4,12,17,24,47,17,-2693,135,1,0.6745,0.937,45.1,-107.1,47,140
1782,10,7,0,43,19,17,-2687,140,14,-0.6113,1.0344,-37.9,144.6,52,37
1783,3,3,7,40,30,17,-2682,107,11,-1.42,0.2312,-61.3,170.5,0,256
1783,4,1,20,38,39,17,-2681,145,11,1.3671,0.3299,61,132.8,0,80
1783,8,27,22,52,6,17,-2676,112,11,1.3991,0.2757,61.4,-54.1,0,291
1783,9,26,12,4,17,17,-2675,150,11,-1.3935,0.2814,-61.1,-95.4,0,93
1784,2,20,20,45,38,17,-2670,117,14,-0.6739,1.0389,-47.2,-101.5,47,320
1784,8,16,0,31,53,17,-2664,122,1,0.6819,0.9402,50.9,-159.8,47,220
1785,2,9,12,40,41,17,-2658,127,14,0.008,1.048,-14.1,-6.6,90,150
1785,8,5,1,37,22,17,-2652,132,1,-0.0817,0.965,12.7,155.3,85,22
1786,1,30,2,45,26,17,-2646,137,7,0.714,1.0009,25.1,125.5,44,158
1786,7,25,8,46,33,17,-2640,142,14,-0.8384,1.0106,-34.6,30.8,33,21
1786,12,20,17,7,24,17,-2635,109,11,-1.5232,0.0772,-66,89.9,0,192
1787,1,19,10,43,13,17,-2634,147,11,1.4697,0.1591,63.4,-20.1,0,141
1787,6,15,15,59,25,17,-2629,114,14,0.9739,1.0648,78.7,104.8,12,346
1787,12,9,16,15,38,16,-2623,119,1,-0.8675,0.9136,-83.4,-62.7,29,357
1788,6,4,8,59,31,16,-2617,124,14,0.2465,1.0623,37,44.4,76,179
1788,11,27,18,2,54,16,-2611,129,1,-0.1542,0.9579,-30.4,-94.3,81,4
1789,5,24,22,11,58,16,-2605,134,7,-0.5297,1.0068,-11,-151,58,355
1789,11,17,3,8,35,16,-2599,139,7,0.5504,1.0126,14.1,133.9,57,188
1790,4,14,12,48,15,16,-2594,106,13,1.5487,0.0287,71.4,-132.1,0,58
1790,5,14,4,17,21,16,-2593,144,11,-1.3374,0.384,-69.4,140.9,0,335
1790,10,8,8,38,52,16,-2588,111,11,-1.4122,0.2287,-71.7,-61.3,0,110
1790,11,6,17,53,11,16,-2587,149,11,1.2044,0.6245,70.1,-55.8,0,215
1791,4,3,12,55,13,16,-2582,116,1,0.8236,0.9394,57.1,-39.5,34,147
1791,9,27,23,42,30,16,-2576,121,14,-0.7492,1.0206,-47.6,162.4,41,27
1792,3,22,17,57,34,16,-2570,126,1,0.0618,0.9905,4.5,-88.7,86,162
1792,9,16,9,13,52,16,-2564,131,1,-0.0191,0.9739,1.3,39.9,89,18
1793,3,12,6,0,7,16,-2558,136,14,-0.6524,1.0359,-41.7,107.8,49,336
1793,9,5,11,47,24,16,-2552,141,1,0.7407,0.937,51.7,23,42,207
1794,1,31,11,48,45,15,-2547,108,11,1.3407,0.368,69.8,-26,0,149
1794,3,1,21,54,0,15,-2546,146,11,-1.3155,0.4136,-71.6,-32.9,0,246
1794,7,26,22,24,27,15,-2541,113,11,-1.3496,0.3599,-69.1,-178,0,22
1794,8,25,12,8,56,15,-2540,151,11,1.4616,0.1709,71.3,121.9,0,305
1795,1,21,0,29,13,15,-2535,118,1,0.7055,0.9837,24.8,170.3,45,173
1795,7,16,7,41,36,15,-2529,123,14,-0.5274,1.0327,-10.4,63.8,58,4
1796,1,10,6,14,52,15,-2523,128,1,0.0179,0.9362,-21.1,88.3,89,177
1796,7,4,23,2,54,15,-2517,133,14,0.2385,1.0764,36.8,-164.6,76,180
1796,12,29,5,54,58,15,-2511,138,1,-0.6703,0.9136,-65.5,88.6,48,5
1797,6,24,16,18,13,14,-2505,143,14,0.978,1.057,77.2,133.9,11,17
1797,12,18,6,21,51,14,-2499,148,11,-1.3208,0.4142,-65.6,-79,0,164
1798,5,15,20,10,32,14,-2494,115,1,-0.8744,0.9832,-38.6,-101.6,29,336
1798,11,8,1,44,39,14,-2488,120,14,0.827,1.0237,35.1,172.5,34,206
1799,5,5,0,13,8,14,-2482,125,1,-0.131,0.9476,9.3,178.9,83,338
1799,10,28,17,21,46,14,-2476,130,14,0.1274,1.0566,-6.7,-81.3,83,205
1800,4,24,0,24,0,13,-2470,135,1,0.6125,0.9417,45.7,151.3,52,143
1800,10,18,8,51,53,13,-2464,140,14,-0.5787,1.0293,-40.3,23.2,54,36
1801,3,14,15,45,35,13,-2459,107,11,-1.4434,0.1873,-61.2,40.6,0,265
1801,4,13,4,8,6,13,-2458,145,11,1.3152,0.4208,61.3,11.7,0,71
1801,9,8,5,54,40,13,-2453,112,11,1.4657,0.1614,61.1,-168.5,0,282
1801,10,7,19,42,34,13,-2452,150,11,-1.3552,0.3505,-61.2,141.3,0,102
1802,3,4,5,14,29,13,-2447,117,14,-0.6943,1.0428,-44,131.5,46,320
1802,8,28,7,12,0,13,-2441,122,1,0.7569,0.9367,51.3,105.7,41,225
1803,2,21,21,18,46,13,-2435,127,14,-0.0075,1.0492,-11.1,-135.9,90,337
1803,8,17,8,25,3,12,-2429,132,1,-0.0048,0.9657,13.6,54.7,90,36
1804,2,11,11,16,33,12,-2423,137,7,0.7053,1,26.7,-4.5,45,153
1804,8,5,15,57,13,12,-2417,142,14,-0.7622,1.0144,-29.3,-77.1,40,24
1805,1,1,1,14,57,12,-2412,109,11,-1.5315,0.0642,-65,-42.1,0,202
1805,1,30,18,57,1,12,-2411,147,11,1.4651,0.1675,62.7,-152.8,0,131
1805,6,26,23,27,40,12,-2406,114,11,1.0462,0.9357,65.5,-9.9,0,343
1805,7,26,6,14,19,12,-2405,152,12,-1.4571,0.1405,-63.2,42.8,0,42
1805,12,21,0,17,38,12,-2400,119,1,-0.8751,0.9134,-83.1,-143.8,29,317
1806,6,16,16,24,27,12,-2394,124,14,0.3204,1.0604,42.2,-64.6,71,184
1806,12,10,2,19,40,12,-2388,129,1,-0.1627,0.9591,-32.4,143.4,80,360
1807,6,6,5,18,31,12,-2382,134,7,-0.4577,1.0055,-4.7,100.4,63,359
1807,11,29,11,42,9,12,-2376,139,7,0.5377,1.0135,11.1,3.9,57,184
1808,5,25,11,2,35,12,-2370,144,11,-1.2665,0.5064,-68.4,27.8,0,347
1808,10,19,16,55,30,12,-2365,111,11,-1.4443,0.1687,-71.3,160.8,0,123
1808,11,18,2,30,3,12,-2364,149,11,1.1874,0.6564,69.2,162.6,0,202
1809,4,14,20,7,11,12,-2359,116,1,0.8742,0.9429,65.8,-157.3,29,139
1809,10,9,7,38,42,12,-2353,121,14,-0.7905,1.0137,-55.1,38.4,37,30
1810,4,4,1,41,19,12,-2347,126,1,0.1031,0.9967,11.1,153.8,84,163
1810,9,28,16,37,25,12,-2341,131,1,-0.0696,0.9681,-5.8,-72.8,86,18
1811,3,24,14,12,13,12,-2335,136,14,-0.619,1.0416,-35.2,-18,52,338
1811,9,17,18,43,45,12,-2329,141,1,0.6798,0.9345,43,-85.9,47,204
1812,2,12,20,28,40,12,-2324,108,11,1.3545,0.3422,70.7,-168.8,0,136
1812,3,13,6,19,31,12,-2323,146,11,-1.2913,0.4594,-71.9,-173.3,0,260
1812,8,7,5,15,50,12,-2318,113,11,-1.4205,0.2343,-70,67,0,34
1812,9,5,19,4,10,12,-2317,151,11,1.3939,0.2874,71.8,4.5,0,292
1813,2,1,8,58,27,12,-2312,118,1,0.7152,0.982,27.9,40.4,44,169
1813,7,27,14,55,35,12,-2306,123,14,-0.6006,1.0341,-17.4,-47.4,53,8
1814,1,21,14,24,47,12,-2300,128,1,0.0253,0.935,-18.6,-33.4,89,173
1814,7,17,6,30,29,12,-2294,133,14,0.1641,1.0774,30.9,84.7,80,185
1815,1,10,13,57,6,12,-2288,138,1,-0.6626,0.9143,-63.7,-23.6,48,355
